,Scheme_Name,Rating,Category,Launch_Date,Expense_Ratio,ret_1yr,AUM,Sortino_Ratio,Beta,Alpha,ret_3yr,ret_5yr,x,y,Scheme_Code
119415,BARODA PIONEER LIQUID FUND - PLAN B (DIRECT) - GROWTH OPTION,* *,EQ-MLC,1/1/2013,1.67,-8.64,740.78,0.42,0.97,-2.96,12.73,13.56,-22.316436767578125,19.264225006103516,119415
119417,L&T  Tax Advantage Fund-Direct Plan-Growth,Unrated,EQ-INTL,1/1/2013,1.21,-3.08,33.93,0.62,-,-,1.02,-4.31,0.8167951107025146,-17.096206665039062,119417
119424,Tata Liquid Fund- Direct Plan- Growth,* * *,EQ-LC,1/1/2013,0.43,-2.27,740.94,0.63,0.98,-1.63,14.29,13.94,-21.161048889160156,17.237964630126953,119424
119425,L&T Gilt Fund - Direct Plan - Growth,Unrated,EQ-MLC,10/29/2018,1.57,-,522.19,-,-,-,-,-,18.64629554748535,18.35985565185547,119425
119428,L&T Flexi Bond Fund - Direct Plan- Growth,* * *,EQ-MLC,1/1/2013,1.28,-7.88,2538.09,0.59,0.96,-1.92,13.95,15.65,14.792576789855957,21.123821258544922,119428
119431,L&T Floating Rate Fund -Direct Plan- Growth,* * *,EQ-MLC,1/1/2013,1.28,-7.88,2538.09,0.59,0.96,-1.92,13.95,15.65,-10.939399719238281,28.744598388671875,119431
119436,Aditya Birla Sun Life Advantage Fund - Growth - Direct Plan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2104926109313965,-15.56826400756836,119436
119438,Principal Dividend Yield Fund - Direct Plan - Growth Option,Unrated,EQ-T DIV Y,1/2/2013,2.11,-5.01,197.09,1.03,1.07,0.56,19.76,16.65,15.16893196105957,-26.48443603515625,119438
119441,Principal Emerging Bluechip Fund - Direct Plan - Growth Option,* * * *,EQ-L&MC,1/2/2013,0.65,-11.95,1997.48,0.85,1.12,0.86,19.51,23.29,4.2064409255981445,-15.21013355255127,119441
119448,Principal Low Duration Fund - Direct Plan - Growth Option,Unrated,EQ-INTL,1/2/2013,1.36,-3.67,15.4,0.63,-,-,16.02,5.99,-12.858598709106445,30.836219787597656,119448
119450,Principal Credit Opportunities Fund - Direct Plan - Growth Option,* * * * *,EQ-MLC,5/28/2013,1.41,3.79,1530.6,0.77,0.66,2.01,16.71,18.38,-14.336885452270508,24.780597686767578,119450
119451,Principal Multi Cap Growth Fund - Direct Plan -Half Yearly Dividend Option,* * * *,EQ-MLC,1/2/2013,1.58,-9.7,819.11,0.86,1.11,1.56,19.26,17.88,-1.3583084344863892,-27.763065338134766,119451
119452,Principal Multi Cap Growth Fund-Direct Plan - Growth Option,* * * *,EQ-MLC,1/2/2013,1.58,-9.7,819.11,0.86,1.11,1.56,19.26,17.88,0.33758994936943054,-18.387500762939453,119452
119457,Principal Global Opportunities Fund-Direct Plan - Growth Option,Unrated,EQ-INTL,1/2/2013,1.36,-3.67,15.4,0.63,-,-,16.02,5.99,-11.17643928527832,-5.894923210144043,119457
119461,Principal Dynamic Bond Fund - Direct Plan - Growth Option,Unrated,EQ-T DIV Y,1/2/2013,2.11,-5.01,197.09,1.03,1.07,0.56,19.76,16.65,15.01368236541748,21.216094970703125,119461
119462,Principal Short Term Income Fund- Direct Plan  - Growth Option,*,EQ-LC,1/2/2013,0.5,-8.3,16.81,0.39,1.03,-4.51,11.83,10.3,-0.14247743785381317,25.870180130004883,119462
119464,Principal Large Cap Fund- Direct Plan - Growth Option,Unrated,EQ-INTL,1/2/2013,1.36,-3.67,15.4,0.63,-,-,16.02,5.99,6.5585527420043945,-27.31569480895996,119464
119468,Principal Cash Management Fund - Direct Plan - Growth Option,* * * * *,EQ-MLC,5/28/2013,1.41,3.79,1530.6,0.77,0.66,2.01,16.71,18.38,-23.316831588745117,13.425021171569824,119468
119472,Principal Equity Savings Fund - Direct Plan - Growth Option,* * * *,EQ-L&MC,1/2/2013,0.65,-11.95,1997.48,0.85,1.12,0.86,19.51,23.29,3.941809892654419,-3.763007879257202,119472
119474,Principal Money Manager Fund- Direct Plan -Growth Option,Unrated,EQ-INTL,1/2/2013,1.36,-3.67,15.4,0.63,-,-,16.02,5.99,-21.491878509521484,20.081876754760742,119474
119479,Principal Debt Savings Fund  - Direct Plan -Growth Option,* * * * *,EQ-MLC,5/28/2013,1.41,3.79,1530.6,0.77,0.66,2.01,16.71,18.38,6.293522834777832,24.609540939331055,119479
119482,Principal Smart Equity Fund - Direct Plan - Growth Option,*,EQ-LC,1/2/2013,0.5,-8.3,16.81,0.39,1.03,-4.51,11.83,10.3,-0.9304065108299255,-24.825801849365234,119482
119484,Principal Balanced Fund- Direct Plan - Growth Option,* * * * *,EQ-MLC,5/28/2013,1.41,3.79,1530.6,0.77,0.66,2.01,16.71,18.38,0.00016320531722158194,-17.604839324951172,119484
119488,Principal Index Fund- Nifty - Direct Plan - Growth Option,Unrated,EQ-INTL,1/2/2013,1.36,-3.67,15.4,0.63,-,-,16.02,5.99,-2.904778242111206,-35.54649353027344,119488
119498,Aditya Birla Sun Life Short Term Opportunities Fund - Growth - Direct Plan,Unrated,EQ-MLC,3/5/2019,-,-,-,-,-,-,-,-,-1.1950210332870483,22.12444496154785,119498
119501,Aditya Birla Sun Life Savings Fund - Growth - Direct Plan,Unrated,EQ-MLC,3/5/2019,-,-,-,-,-,-,-,-,-15.23436450958252,30.605968475341797,119501
119505,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan,Unrated,EQ-T DIV Y,1/1/2013,1.72,-16.08,799.99,0.17,1.05,-8.02,9.43,12.32,19.32280921936035,18.149311065673828,119505
119507,Aditya Birla Sun Life Dividend Yield Plus - Growth - Direct Plan,Unrated,EQ-T DIV Y,1/1/2013,1.72,-16.08,799.99,0.17,1.05,-8.02,9.43,12.32,8.175311088562012,-32.66722106933594,119507
119511,Aditya Birla Sun Life Floating Rate - Short Term - Growth - Direct Plan,* * * * *,EQ-MLC,1/1/2013,1.07,-5.69,10035.35,0.93,0.98,2.38,18.24,19.83,-22.786691665649414,17.802865982055664,119511
119514,Aditya Birla Sun Life Infrastructure Fund - Growth - Direct Plan,* * *,EQ-S INFRA,1/1/2013,1.7,-24.72,555.4,0.25,0.98,-0.23,9.96,-,12.670683860778809,-31.757169723510742,119514
119517,Aditya Birla Sun Life International Equity Fund - Plan A - Growth - Direct Plan,Unrated,EQ-INTL,1/1/2013,2.22,14.38,58.38,0.58,-,-,13.08,6.58,-14.855582237243652,-4.64189338684082,119517
119518,Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Direct Plan,Unrated,EQ-THEMATIC,1/1/2013,2.23,-4.63,83.33,0.65,0.74,-0.6,13.29,11.44,2.435732126235962,-21.376773834228516,119518
119523,Aditya Birla Sun Life Cash Manager - Growth - Direct Plan,* * * *,EQ-S BANK,12/14/2013,1.32,-3.77,1545.28,0.88,1.05,-0.97,23.04,24.12,-15.49917984008789,29.50995445251465,119523
119526,Aditya Birla Sun Life Enhanced Arbitrage Fund - Growth - Direct Plan,Unrated,EQ-SC,2/19/2016,-,-30.11,39.81,-,-,-,-,-,-26.025497436523438,11.5257568359375,119526
119528,Aditya Birla Sun Life Frontline Equity Fund - Growth - Direct Plan,* * * *,EQ-LC,1/1/2013,1.17,-3.49,20784.45,0.73,0.94,-0.74,15.09,15.89,6.662695407867432,-25.20441246032715,119528
119533,Aditya Birla Sun Life Short Term Fund - Growth - Direct Plan,Unrated,EQ-MLC,3/5/2019,-,-,-,-,-,-,-,-,-1.5603677034378052,25.095258712768555,119533
119539,Aditya Birla Sun Life Medium Term Plan - Growth - Direct Plan,Unrated,EQ-THEMATIC,1/31/2015,1.79,-14.73,623.43,0.6,1.01,-1.6,-,-,-1.811004638671875,24.43843650817871,119539
119542,Sundaram Balanced Fund - Direct Plan - Growth Option,Unrated,EQ-MLC,9/28/2018,0.68,-,45.71,-,-,-,-,-,-1.8096204996109009,-20.937021255493164,119542
119544,Aditya Birla Sun Life Tax Relief '96 - Growth - Direct Plan,* * * * *,EQ-ELSS,1/1/2013,1.06,-3.91,7373.15,0.81,0.92,1.41,16.95,20.4,9.284110069274902,-17.958215713500977,119544
119549,Sundaram Diversified Equity - A Long-term Tax Saver Fund - Direct Plan - Growth Option,Unrated,EQ-MLC,9/28/2018,0.68,-,45.71,-,-,-,-,-,5.412199020385742,-15.739086151123047,119549
119550,Aditya Birla Sun Life Treasury Optimizer Plan - Direct Plan-Growth,* * * * *,EQ-ELSS,1/1/2013,1.06,-3.91,7373.15,0.81,0.92,1.41,16.95,20.4,-0.9242269396781921,21.706195831298828,119550
119556,Aditya Birla Sun Life Small And Midcap Fund - Growth - Direct Plan,Unrated,EQ-MLC,3/5/2019,-,-,-,-,-,-,-,-,2.950498342514038,-14.17919635772705,119556
119564,Aditya Birla Sun Life Top 100 Fund - Growth - Direct Plan,* * * * *,EQ-ELSS,1/1/2013,1.06,-3.91,7373.15,0.81,0.92,1.41,16.95,20.4,6.912839412689209,-25.513042449951172,119564
119566,Sundaram Equity Multiplier - Direct Plan - Growth Option,Unrated,EQ-SC,9/28/2018,-,-,67.43,-,-,-,-,-,6.145636081695557,-19.999300003051758,119566
119568,Aditya Birla Sun Life Cash Plus - Growth - Direct Plan,* * * *,EQ-S BANK,12/14/2013,1.32,-3.77,1545.28,0.88,1.05,-0.97,23.04,24.12,-20.703392028808594,17.7054386138916,119568
119572,Sundaram Equity plus - Direct Plan - Growth Option,Unrated,EQ-SC,9/28/2018,-,-,67.43,-,-,-,-,-,-3.4448888301849365,-37.312835693359375,119572
119576,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Direct Plan,Unrated,EQ-INTL,1/1/2013,1.3,2.19,6.82,0.38,-,-,7.75,4.24,-15.564358711242676,3.565087080001831,119576
119578,Sundaram Select Focus - Direct Plan - Growth Option,Unrated,EQ-T Consumption,1/1/2013,1.39,-8.88,2369.58,0.89,1.02,2.92,18.87,19.43,-1.8843978643417358,-34.91326904296875,119578
119581,Sundaram Select Mid Cap - Direct Plan - Growth Option,Unrated,EQ-SC,10/13/2017,-,-30.72,60.06,-,-,-,-,-,8.68479061126709,-12.131567001342773,119581
119589,Sundaram S.M.I.L.E Fund - Direct Plan - Growth Option,Unrated,EQ-T Consumption,1/1/2013,1.39,-8.88,2369.58,0.89,1.02,2.92,18.87,19.43,13.033601760864258,-19.02703857421875,119589
119591,Aditya Birla Sun Life India Gennext Fund - Growth - Direct Plan,Unrated,EQ-T Consumption,1/1/2013,1.48,-1.21,898.21,0.88,0.87,3.78,18.42,20.61,5.377556324005127,-13.806500434875488,119591
119595,Sundaram Select Thematic Funds Rural India Fund - Direct Plan - Growth Option,Unrated,EQ-MC,7/11/2017,-,-14.27,33.33,-,-,-,-,-,4.129703521728516,-6.002652168273926,119595
119597,Sundaram Financial Services Opportunities Fund - Direct Plan - Growth Option,* *,EQ-S BANK,1/1/2013,2.25,-4.29,146.41,0.8,1,-3.76,20.28,18.31,17.831632614135742,-36.18190383911133,119597
119598,SBI BLUE CHIP FUND-DIRECT PLAN -GROWTH,* * * * *,EQ-S BANK,2/24/2015,1.65,9.2,626.06,1.25,0.93,3.8,27.5,-,11.871767044067383,-13.963359832763672,119598
119602,Sundaram Global Advantage - Direct Plan - Growth Option,* *,EQ-S BANK,1/1/2013,2.25,-4.29,146.41,0.8,1,-3.76,20.28,18.31,-11.853153228759766,-5.1692609786987305,119602
119605,Aditya Birla Sun Life Gilt Plus - PF Plan - Growth - Direct Plan,* * * *,EQ-LC,1/1/2013,1.17,-3.49,20784.45,0.73,0.94,-0.74,15.09,15.89,19.459806442260742,24.05653190612793,119605
119609,SBI Magnum Balanced Fund - DIRECT PLAN - Growth,Unrated,EQ-ELSS,7/17/2018,-,-,206.43,-,-,-,-,-,12.904386520385742,-13.912854194641113,119609
119620,Aditya Birla Sun Life Midcap Fund - Growth - Direct Plan,* *,EQ-MC,1/1/2013,1.29,-17.82,2146.2,0.36,0.94,-3.42,12.72,18.85,8.398788452148438,-12.957561492919922,119620
119621,Sundaram Flexible Fund - Flexible Income Plan - Direct Plan - Growth Option,* *,EQ-S BANK,1/1/2013,2.25,-4.29,146.41,0.8,1,-3.76,20.28,18.31,11.319275856018066,22.10063934326172,119621
119625,Sundaram BANKING AND PSU DEBT FUND- Direct Plan - Growth Option,Unrated,EQ-MLC,9/28/2018,0.68,-,45.71,-,-,-,-,-,-15.666894912719727,22.14081573486328,119625
119632,Sundaram Income Plus - Direct Plan - Growth Option,Unrated,EQ-INTL,1/1/2013,0.82,1.18,22.31,0.95,-,-,14.02,3.41,-10.717862129211426,29.5100154876709,119632
119635,Sundaram Monthly Income Plan - Aggressive Plan - Direct Plan - Growth Option,* * *,EQ-MC,1/1/2013,1.18,-17.69,5706.15,0.46,0.93,-2.18,13.12,20.83,8.576931953430176,3.6143112182617188,119635
119646,Aditya Birla Sun Life MNC Fund - Growth - Direct Plan,Unrated,EQ-T MNC,1/1/2013,1.2,-1.9,3485.67,0.54,0.82,-3.45,13.36,23.09,-7.250101566314697,-17.31510353088379,119646
119648,Aditya Birla Sun Life Index Fund - Growth - Direct Plan,* *,EQ-LC,1/1/2013,0.5,2.7,145.28,0.8,1,-1.15,15.6,12.29,-3.915743827819824,-35.258941650390625,119648
119657,Aditya Birla Sun Life Income Plus - Growth - Direct Plan,Unrated,EQ-INTL,1/1/2013,1.35,19.92,16.01,-0.22,-,-,6.2,5.05,20.46202850341797,23.866331100463867,119657
119659,Aditya Birla Sun Life Pure Value Fund - Growth - Direct Plan,* * *,EQ-VAL,1/1/2013,0.96,-28.19,4077.86,0.44,0.88,-3.95,12.65,21.07,3.789910316467285,-18.046396255493164,119659
119661,Aditya Birla Sun Life Tax Plan - Direct Plan - Growth Option,* * *,EQ-SC,1/1/2013,1.07,-27.58,2119.63,0.49,0.86,3.54,13.22,19.29,9.286608695983887,-17.979618072509766,119661
119664,Sundaram Select Debt Short Term Asset Plan - Direct Plan - Growth Option,Unrated,EQ-T Consumption,1/1/2013,1.39,-8.88,2369.58,0.89,1.02,2.92,18.87,19.43,-2.524660348892212,26.276491165161133,119664
119671,SBI Dynamic Bond Fund - DIRECT PLAN - Growth,*,EQ-VAL,1/1/2013,1.6,-15.98,1470.03,0.34,0.8,-5.11,11,13.21,17.357240676879883,24.16501235961914,119671
119675,Sundaram Bond Saver - Direct Plan - Growth Option,Unrated,EQ-MLC,9/28/2018,0.68,-,45.71,-,-,-,-,-,11.938178062438965,20.734817504882812,119675
119680,Sundaram Ultra Short - Term Fund - Direct Plan - Growth Option,Unrated,EQ-LC,3/29/2017,-,-0.95,18.83,-,-,-,-,-,-18.223424911499023,26.02251625061035,119680
119686,Sundaram Money Fund - Direct Plan - Growth Option,* * *,EQ-MC,1/1/2013,1.18,-17.69,5706.15,0.46,0.93,-2.18,13.12,20.83,-21.567487716674805,16.866403579711914,119686
119700,SBI INFRASTRUCTURE FUND - SERIES I - DIRECT PLAN - GROWTH,* * *,EQ-S INFRA,1/1/2013,2.01,-17.56,464.94,0.56,0.93,2.19,12.07,15.65,13.188050270080566,-28.479127883911133,119700
119705,SBI Magnum COMMA Fund - DIRECT PLAN - Growth,Unrated,EQ-THEMATIC,1/1/2013,2.02,-22.49,247.62,1.02,0.95,1.92,17.4,13.91,20.490976333618164,-28.366195678710938,119705
119707,SBI MAGNUM GILT FUND - LONG TERM - DIRECT PLAN - GROWTH,Unrated,EQ-THEMATIC,1/1/2013,1.54,3.63,2125.81,0.77,0.93,-0.33,15.47,15.7,17.20305824279785,21.345754623413086,119707
119709,SBI Magnum Equity Fund - DIRECT PLAN -GROWTH,Unrated,EQ-THEMATIC,1/1/2013,1.54,3.63,2125.81,0.77,0.93,-0.33,15.47,15.7,12.615094184875488,-16.017784118652344,119709
119711,SBI MAGNUM GLOBAL FUND - DIRECT PLAN -GROWTH,Unrated,EQ-T MNC,1/1/2013,1.4,-7.52,3527.54,0.53,0.68,-2.51,11.54,18.2,-8.180410385131836,-18.157888412475586,119711
119714,SBI Magnum Income Fund-DIRECT PLAN -Growth,Unrated,EQ-T MNC,1/1/2013,1.4,-7.52,3527.54,0.53,0.68,-2.51,11.54,18.2,16.48152732849121,24.11590003967285,119714
119716,SBI Magnum MIDCAP FUND - DIRECT PLAN - GROWTH,*,EQ-MC,1/1/2013,1.22,-16.39,3445.32,0.16,0.87,-5.53,9.14,17.89,13.954258918762207,-11.54007625579834,119716
119718,SBI Magnum Multicap Fund - DIRECT PLAN - Growth Option,* * * *,EQ-MLC,1/1/2013,1.15,-5.55,6396.41,0.76,1,0.11,16.3,19.72,6.952549934387207,-11.96495532989502,119718
119719,SBI Magnum Children Benefit Plan - DIRECT PLAN - GROWTH,Unrated,EQ-ELSS,7/17/2018,-,-,206.43,-,-,-,-,-,2.558229923248291,-0.6629067659378052,119719
119721,SBI Magnum Multiplier Fund -DIRECT PLAN -Growth,* * * *,EQ-MLC,1/1/2013,1.15,-5.55,6396.41,0.76,1,0.11,16.3,19.72,11.547149658203125,-18.298097610473633,119721
119723,SBI MAGNUM TAXGAIN SCHEME 1993 - DIRECT PLAN -GROWTH,* *,EQ-ELSS,1/1/2013,1.52,-7.95,6534.28,0.5,0.96,-2.6,12.67,14.46,3.2700586318969727,-25.702634811401367,119723
119727,SBI EMERGING BUSINESSES FUND - DIRECT PLAN -GROWTH,*,EQ-VAL,1/1/2013,1.6,-15.98,1470.03,0.34,0.8,-5.11,11,13.21,8.154542922973633,-18.79371452331543,119727
119732,SBI PSU Fund - DIRECT PLAN - GROWTH,Unrated,EQ-T PSU,1/1/2013,2.26,-25.61,153.87,-0.02,0.47,-4.09,6.44,6.07,20.201154708862305,-32.0718879699707,119732
119735,Kotak Bond - Growth - Direct,* * *,EQ-LC,1/1/2013,1.16,-1.98,1329.7,0.67,0.98,-1.89,14.54,15.6,21.666990280151367,22.60161590576172,119735
119739,Kotak Bond Short Term Plan-(Growth) - Direct,* * *,EQ-LC,1/1/2013,1.16,-1.98,1329.7,0.67,0.98,-1.89,14.54,15.6,1.2906363010406494,26.018003463745117,119739
119741,Kotak Income Opportunities Fund - Growth - Direct,Unrated,EQ-INTL,1/1/2013,1.34,-8.22,31.19,0.24,-,-,10,2.74,1.3634393215179443,27.422651290893555,119741
119746,Kotak Floater Short Term-(Growth) - Direct,* * * *,EQ-L&MC,1/1/2013,1.1,-4.09,2331.74,1,0.89,1.32,17.44,18.25,-22.345836639404297,14.586051940917969,119746
119750,Kotak Treasury Advatage Fund-Growth - Direct,* * *,EQ-ELSS,1/1/2013,1.34,-1.3,780.66,0.97,0.97,1.27,17.33,18.92,-15.89745807647705,26.855384826660156,119750
119755,Kotak Flexi Debt - Growth Direct,* * * *,EQ-L&MC,1/1/2013,1.1,-4.09,2331.74,1,0.89,1.32,17.44,18.25,6.453857421875,21.692480087280273,119755
119757,Kotak Gilt-Investment  Provident Fund and Trust-Growth - Direct,* * * *,EQ-L&MC,1/1/2013,1.1,-4.09,2331.74,1,0.89,1.32,17.44,18.25,21.474674224853516,24.553316116333008,119757
119759,Kotak Gilt-Investment Regular-Growth - Direct,* * * *,EQ-L&MC,1/1/2013,1.1,-4.09,2331.74,1,0.89,1.32,17.44,18.25,21.451480865478516,24.569013595581055,119759
119766,Kotak Liquid - Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65,-22.309627532958984,14.802092552185059,119766
119769,Kotak Classic Equity Scheme---Growth - Direct,* * *,EQ-LC,1/1/2013,1.16,-1.98,1329.7,0.67,0.98,-1.89,14.54,15.6,0.9814288020133972,-21.150205612182617,119769
119771,Kotak Equity Arbitrage Fund - Growth - Direct,* * * * *,EQ-MC,1/1/2013,0.8,-12.11,3425.16,0.76,0.87,1.18,16.92,24.42,-25.533737182617188,10.313647270202637,119771
119773,Kotak Tax Saver-Scheme-Growth - Direct,* * *,EQ-ELSS,1/1/2013,1.34,-1.3,780.66,0.97,0.97,1.27,17.33,18.92,15.581258773803711,-22.09527015686035,119773
119775,Kotak Emerging Equity Scheme - Growth - Direct,* * * * *,EQ-MC,1/1/2013,0.8,-12.11,3425.16,0.76,0.87,1.18,16.92,24.42,8.526602745056152,-11.441431045532227,119775
119777,Kotak Asset Allocator Fund Direct Growth - Direct,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9,5.339730262756348,-31.23419952392578,119777
119779,Kotak Global Emerging Market Fund - Growth - Direct,Unrated,EQ-INTL,1/1/2013,1.34,-8.22,31.19,0.24,-,-,10,2.74,-15.620063781738281,-3.557861804962158,119779
119781,Kotak Gold Fund Growth - Direct,Unrated,EQ-INTL,1/1/2013,1.34,-8.22,31.19,0.24,-,-,10,2.74,-6.581104755401611,7.7580647468566895,119781
119783,SBI PHARMA - DIRECT PLAN -GROWTH,* *,EQ-LC,1/1/2013,0.25,3.41,347.76,0.87,1,-0.42,16.52,12.82,-9.520861625671387,6.851471424102783,119783
119786,L&T Income Opportunities Fund- Direct Plan - Growth,Unrated,EQ-MLC,10/29/2018,1.57,-,522.19,-,-,-,-,-,-0.6486678719520569,27.813148498535156,119786
119788,SBI GOLD FUND- DIRECT PLAN - GROWTH,* * * *,EQ-MLC,1/1/2013,1.29,-4.14,3451.85,0.84,0.86,1.73,16.43,19.99,-6.499181270599365,8.05283260345459,119788
119790,L&T Liquid Fund - Direct Plan -Growth,* *,EQ-L&MC,1/1/2013,1.24,-13.91,1325.58,0.53,0.98,-2.37,13.75,15.65,-21.816272735595703,18.444061279296875,119790
119795,L&T Banking and PSU Debt Fund - Direct Plan - Growth,Unrated,EQ-INTL,1/1/2013,1.21,-3.08,33.93,0.62,-,-,1.02,-4.31,-10.888077735900879,21.661056518554688,119795
119798,SBI CORPORATE BOND FUND - DIRECT PLAN -GROWTH,*,EQ-VAL,1/1/2013,1.6,-15.98,1470.03,0.34,0.8,-5.11,11,13.21,-3.0141968727111816,28.187423706054688,119798
119800,SBI Premier Liquid Fund - DIRECT PLAN -Growth,* *,EQ-LC,1/1/2013,0.25,3.41,347.76,0.87,1,-0.42,16.52,12.82,-20.05256462097168,16.580303192138672,119800
119802,L&T Equity Savings Fund - Direct Plan-Growth,* * *,EQ-MLC,1/1/2013,1.28,-7.88,2538.09,0.59,0.96,-1.92,13.95,15.65,11.27392292022705,-9.348214149475098,119802
119807,L&T Mid Cap Fund-Direct Plan-Growth,* *,EQ-L&MC,1/1/2013,1.24,-13.91,1325.58,0.53,0.98,-2.37,13.75,15.65,3.729290008544922,-14.807913780212402,119807
119809,L&T Short Term Income Fund-Direct Plan-Growth,* * * * *,EQ-MC,1/1/2013,0.93,-15.1,3664.83,0.72,0.9,1.7,17.7,24.25,-5.2420454025268555,30.711994171142578,119809
119812,SBI ULTRA SHORT TERM DEBT FUND - DIRECT PLAN - GROWTH,Unrated,EQ-S IT,1/1/2013,1.9,17.18,144.58,0.96,0.81,0.28,16.04,12.72,-16.00003433227539,27.061798095703125,119812
119816,SBI SHORT TERM DEBT FUND - DIRECT PLAN -GROWTH,Unrated,EQ-T PSU,1/1/2013,2.26,-25.61,153.87,-0.02,0.47,-4.09,6.44,6.07,0.06957094371318817,26.189098358154297,119816
119821,SBI  SAVINGS FUND - DIRECT PLAN - GROWTH,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,-16.137516021728516,29.852474212646484,119821
119824,SBI REGULAR SAVINGS FUNDS - DIRECT PLAN - GROWTH,Unrated,EQ-T PSU,1/1/2013,2.26,-25.61,153.87,-0.02,0.47,-4.09,6.44,6.07,3.3546600341796875,20.492380142211914,119824
119827,SBI NIFTY INDEX FUND - DIRECT PLAN - GROWTH,* *,EQ-LC,1/1/2013,0.25,3.41,347.76,0.87,1,-0.42,16.52,12.82,-3.6913444995880127,-35.9415283203125,119827
119828,SBI MAGNUM INSTA CASH FUND - DIRECT PLAN - GROWTH,Unrated,EQ-T MNC,1/1/2013,1.4,-7.52,3527.54,0.53,0.68,-2.51,11.54,18.2,-21.592754364013672,16.135204315185547,119828
119833,SBI MAGNUM INSTA CASH FUND - LIQUID FLOATER - DIRECT PLAN - GROWTH,Unrated,EQ-T MNC,1/1/2013,1.4,-7.52,3527.54,0.53,0.68,-2.51,11.54,18.2,-21.40920066833496,11.465340614318848,119833
119835,SBI CONTRA - DIRECT PLAN - GROWTH,Unrated,EQ-T Consumption,1/1/2013,1.46,-5.96,704.18,1.05,0.88,4.44,18.27,17.06,9.574501991271973,-24.78094482421875,119835
119839,SBI MAGNUM MONTHLY INCOME PLAN - DIRECT PLAN - GROWTH,*,EQ-MC,1/1/2013,1.22,-16.39,3445.32,0.16,0.87,-5.53,9.14,17.89,11.709209442138672,7.7009100914001465,119839
119843,SBI MAGNUM MONTHLY INCOME PLAN - FLOATER - DIRECT PLAN - GROWTH,*,EQ-MC,1/1/2013,1.22,-16.39,3445.32,0.16,0.87,-5.53,9.14,17.89,3.1583616733551025,4.173381328582764,119843
119844,L&T Triple Ace Bond Fund - Direct Plan -Growth,* * * *,EQ-ELSS,1/1/2013,1.64,-12.16,3119.66,0.81,0.94,0.66,16.02,16.7,20.898681640625,19.629741668701172,119844
119849,L&T Ultra Short Term Fund-Direct Plan - Growth,* * * *,EQ-ELSS,1/1/2013,1.64,-12.16,3119.66,0.81,0.94,0.66,16.02,16.7,-16.811351776123047,28.323020935058594,119849
119852,L&T Monthly Income Plan -Direct Plan- Growth,* * * * *,EQ-MC,1/1/2013,0.93,-15.1,3664.83,0.72,0.9,1.7,17.7,24.25,9.012808799743652,2.573850393295288,119852
119856,L&T Short Term Opportunities Fund -Direct Plan- Growth,* * * * *,EQ-MC,1/1/2013,0.93,-15.1,3664.83,0.72,0.9,1.7,17.7,24.25,-3.953317165374756,25.131685256958008,119856
119861,Tata Money Market Fund- Direct Plan-Growth,* *,EQ-MC,1/1/2013,1.7,-9.84,602.58,0.42,1,-3.01,14.32,21.19,-24.921546936035156,13.69394588470459,119861
119863,Tata Ultra Short Term Fund - Direct Plan - Growth,Unrated,EQ-SC,11/2/2018,0.59,-,230.8,-,-,-,-,-,-16.55944061279297,28.347389221191406,119863
119876,Tata Long Term Debt Fund - Direct Plan - Growth,* * *,EQ-LC,1/1/2013,0.43,-2.27,740.94,0.63,0.98,-1.63,14.29,13.94,14.337160110473633,19.641355514526367,119876
119893,BNP Paribas Equity Fund - Direct Plan - Growth Option,* *,EQ-MLC,1/1/2013,1.67,-8.64,740.78,0.42,0.97,-2.96,12.73,13.56,7.874638557434082,-23.298580169677734,119893
119949,Tata Short Term Bond Fund - Direct Plan - Growth,* * * *,EQ-MLC,1/1/2013,1.19,-5.62,546.08,0.74,1.11,1.36,19.16,19.85,-3.522266387939453,24.555152893066406,119949
119953,Tata Gilt Securities Fund- Direct Plan - Growth,Unrated,EQ-THEMATIC,1/1/2013,1.52,-6.51,522.65,0.31,0.81,-3.84,9.41,13.08,18.25589942932129,20.501243591308594,119953
119960,Tata Regular Savings Equity Fund- Direct Plan- Growth,Unrated,EQ-MLC,8/31/2018,0.81,-,1416.98,-,-,-,-,-,11.119277954101562,0.9312562942504883,119960
119984,BNP Paribas Corporate Bond Fund - Direct Plan - Growth Option,* *,EQ-MLC,1/1/2013,1.67,-8.64,740.78,0.42,0.97,-2.96,12.73,13.56,3.72540020942688,25.84197425842285,119984
119988,BNP Paribas Dividend Yield Fund - Direct Plan - Growth Option,* *,EQ-MLC,1/1/2013,1.67,-8.64,740.78,0.42,0.97,-2.96,12.73,13.56,6.111603260040283,-21.219621658325195,119988
