Scheme Code,Scheme Name,Rating,Category,Launch Date,Expense Ratio,ret_1yr,AUM,Sortino Ratio,Beta,Alpha,ret_3 yr,ret_5yr
118394,IDFC Bond Fund - Long Term Plan - Direct Plan-Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
118401,IDFC Bond Fund - Medium Term Plan-Direct Plan-Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
118364,IDFC Cash Fund -Direct Plan -Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
135916,IDFC CBF_Direct Plan_Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
118419,IDFC Classic Equity Fund-Direct Plan-Growth,Unrated,EQ-SC,6/15/2017,0.47,-19.37,147.37,-,-,-,-,-
140603,IDFC Credit Opportunities Fund-Direct Plan-Growth,* * * *,EQ-L&MC,1/1/2013,0.72,-8.62,2825.78,0.79,0.92,0.5,16.69,14.65
131355,IDFC DEF_Direct Plan_Growth,* * * *,EQ-L&MC,1/1/2013,0.72,-8.62,2825.78,0.79,0.92,0.5,16.69,14.65
118479,IDFC Equity Fund-Direct Plan-Growth,* * * *,EQ-L&MC,1/1/2013,0.72,-8.62,2825.78,0.79,0.92,0.5,16.69,14.65
118477,IDFC Equity Savings Fund-Direct Plan-Growth,Unrated,EQ-MLC,7/27/2018,-,-,143.14,-,-,-,-,-
118421,IDFC Focused Equity Fund-Direct Plan-Growth,* * *,EQ-MLC,1/1/2013,0.72,-13.17,1565.88,0.84,0.88,2.15,16.61,12.84
118387,IDFC Government Securities Fund - Short Term -Direct Plan-Growth,* * *,EQ-MLC,1/1/2013,0.72,-13.17,1565.88,0.84,0.88,2.15,16.61,12.84
140382,IDFC Hybrid Equity Fund-Direct Plan-Growth,* * *,EQ-MLC,1/1/2013,0.72,-13.17,1565.88,0.84,0.88,2.15,16.61,12.84
118379,IDFC Money Manager Fund - Investment Plan-Direct Plan-Growth,* * *,EQ-LC,1/1/2013,1.81,-1.71,392.21,0.82,0.94,0.33,15.95,12.47
118384,IDFC Money Manager Fund - Treasury Plan -Direct Plan-Growth,* * *,EQ-LC,1/1/2013,1.81,-1.71,392.21,0.82,0.94,0.33,15.95,12.47
118482,IDFC Nifty Fund-Direct Plan-Growth,* * *,EQ-LC,1/1/2013,0.18,3.54,141.74,0.89,0.99,-0.28,16.58,13.24
118424,IDFC Premier Equity Fund-Direct Plan-Growth,* * *,EQ-LC,1/1/2013,0.18,3.54,141.74,0.89,0.99,-0.28,16.58,13.24
118481,IDFC Sterling Equity Fund-Direct Plan-Growth,* * *,EQ-LC,1/1/2013,0.18,3.54,141.74,0.89,0.99,-0.28,16.58,13.24
118473,IDFC Tax Advantage  (ELSS) Fund-Direct Plan-Growth,* * *,EQ-VAL,1/1/2013,0.86,-18.2,2872.68,0.6,0.77,-0.16,16.83,18.1
119372,IIFL Dividend Opportunities Index Fund-Direct Plan - Growth,* * * *,EQ-ELSS,1/1/2013,0.77,-13.3,1709.83,0.72,1.02,0.16,16.39,17.36
122715,IIFL Dynamic Bond Fund Direct Plan Growth,* * * *,EQ-ELSS,1/1/2013,0.77,-13.3,1709.83,0.72,1.02,0.16,16.39,17.36
131581,IIFL India Growth Fund - Direct Plan - Dividend,* * *,EQ-MLC,10/30/2014,0.96,-2.36,165.76,0.62,1.04,0.03,16.17,-
131580,IIFL India Growth Fund-Direct Plan-Growth,* * *,EQ-MLC,10/30/2014,0.96,-2.36,165.76,0.62,1.04,0.03,16.17,-
125345,IIFL LIQUID FUND DIRECT PLAN  GROWTH,* * *,EQ-MLC,10/30/2014,0.96,-2.36,165.76,0.62,1.04,0.03,16.17,-
124091,IIFL SHORT TERM INCOME FUND DIRECT PLAN  GROWTH OPTION,* * *,EQ-MLC,10/30/2014,0.96,-2.36,165.76,0.62,1.04,0.03,16.17,-
133181,Indiabulls Arbitrage Fund - Direct Plan - Growth Option,* * *,EQ-MLC,10/30/2014,0.96,-2.36,165.76,0.62,1.04,0.03,16.17,-
119133,Indiabulls Blue Chip Fund - Direct Plan - Growth Option,* * *,EQ-MLC,10/30/2014,0.96,-2.36,165.76,0.62,1.04,0.03,16.17,-
118427,Indiabulls Gilt Fund - Direct Plan -  Growth Option,* * * *,EQ-LC,1/1/2013,1.11,-0.6,293.48,0.9,1.03,0.36,17.63,14.79
118820,Indiabulls Gilt Fund - Indirect Plan - Growth Option,* * * *,EQ-LC,1/1/2013,1.11,-0.6,293.48,0.9,1.03,0.36,17.63,14.79
121153,Indiabulls Income Fund - Direct Plan - Growth Option,* * * *,EQ-LC,1/1/2013,1.11,-0.6,293.48,0.9,1.03,0.36,17.63,14.79
119135,Indiabulls Liquid Fund - Direct Plan - Growth Option,* * * *,EQ-LC,1/1/2013,1.11,-0.6,293.48,0.9,1.03,0.36,17.63,14.79
135689,Indiabulls Savings Income Fund-Direct Plan-Growth Option,* * * *,EQ-LC,1/1/2013,1.11,-0.6,293.48,0.9,1.03,0.36,17.63,14.79
123704,Indiabulls Short Term Fund - Direct Plan - Growth Option,* * * *,EQ-LC,1/1/2013,1.11,-0.6,293.48,0.9,1.03,0.36,17.63,14.79
141808,Indiabulls Tax Savings Fund- Direct Plan- Growth Option,Unrated,EQ-ELSS,12/20/2017,1.94,-10.68,72.77,-,-,-,-,-
119143,Indiabulls Ultra Short Term Fund - Direct Plan - Growth Option,Unrated,EQ-ELSS,12/20/2017,1.94,-10.68,72.77,-,-,-,-,-
135341,Indiabulls Value Discovery Fund - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
120005,ING 5 Star Multi Manager FoF Scheme - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
119998,ING Active Debt Multi-Manager FoF Scheme - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
119989,ING Asset Allocator Multi-Manager FoF Scheme - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
119979,ING Balanced Fund - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
119886,ING Core Equity Fund - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
119897,ING Dividend Yield Fund - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
120025,ING Financial Planning Fund - Aggressive Plan - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
120027,ING Financial Planning Fund - Cautious Plan - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
120022,ING Financial Planning Fund - Conservative Plan - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
120024,ING Financial Planning Fund - Prudent Plan - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
119970,ING Gilt Fund- Provident Fund -Dynamic Plan - Direct Plan - Growth Auto Income Payout Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
119966,ING Gilt Fund- Provident Fund -Dynamic Plan - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
120013,ING Global Commodities Fund - Direct plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
120017,ING Global Real Estate Fund - Retail Plan - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
119964,ING Income Fund - Regular Plan - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
120003,ING Income Growth Multi Manager FoF Scheme - 15% Equity Plan -  Direct Plan - Option A - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
120004,ING Income Growth Multi Manager FoF Scheme - 15% Equity Plan - Direct Plan - Option A- Dividend Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
120031,ING Income Growth Multi Manager FoF Scheme - 30% Equity Plan - Direct Plan - Option A - Dividend Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
120032,ING Income Growth Multi Manager FoF Scheme - 30% Equity Plan -Direct Plan - Option A -  Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
119914,ING Large Cap Equity Fund - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
120019,ING Latin America Equity Fund - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
119935,ING Liquid Fund - Super Institutional Plan - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
119909,ING Midcap Fund - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
119974,ING MIP Fund - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
120016,ING Multi Manager Equity Fund - Direct Plan - Option A -  Growth  Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
119981,ING Short Term Income Fund - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
119916,ING Tax Savings Fund - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
119939,ING Treasury Advantage Fund - Institutional Plan - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
120401,Invesco India Arbitrage Fund - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
120444,Invesco India Banking & PSU Debt Fund - Direct Plan -  Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-
120348,Invesco India Contra Fund - Direct Plan - Growth,* * * * *,EQ-VAL,1/1/2013,0.98,-5.39,3115.12,0.95,0.84,1.31,19.69,22.04
120497,Invesco India Corporate Bond Fund - Direct Plan - Growth,* * * * *,EQ-VAL,1/1/2013,0.98,-5.39,3115.12,0.95,0.84,1.31,19.69,22.04
130722,Invesco India Credit Risk Fund - Direct Plan - Growth,* * * * *,EQ-VAL,1/1/2013,0.98,-5.39,3115.12,0.95,0.84,1.31,19.69,22.04
120333,Invesco India Dynamic Equity Fund - Direct Plan - Growth,* * * * *,EQ-VAL,1/1/2013,0.98,-5.39,3115.12,0.95,0.84,1.31,19.69,22.04
129188,Invesco India Feeder - Invesco Global Equity Income Fund - Direct Plan - Growth,* * * * *,EQ-VAL,1/1/2013,0.98,-5.39,3115.12,0.95,0.84,1.31,19.69,22.04
126353,Invesco India Feeder - Invesco Pan European Equity Fund - Direct Plan - Growth Option,* * * * *,EQ-VAL,1/1/2013,0.98,-5.39,3115.12,0.95,0.84,1.31,19.69,22.04
120385,Invesco India Financial Services Fund - Direct Plan - Growth,* * * * *,EQ-S BANK,1/1/2013,1.02,-0.5,122.64,1.06,0.9,0.8,24.44,23.1
120520,Invesco India Gilt Fund - Direct  Plan - Growth,* * * * *,EQ-S BANK,1/1/2013,1.02,-0.5,122.64,1.06,0.9,0.8,24.44,23.1
120531,Invesco India Gold Fund - Direct Plan- - Growth,* * * * *,EQ-S BANK,1/1/2013,1.02,-0.5,122.64,1.06,0.9,0.8,24.44,23.1
120356,Invesco India Growth Opportunities Fund - Direct Plan - Dividend,* * * *,EQ-L&MC,1/1/2013,1.09,-1.2,1074.65,0.88,0.94,1.71,18.55,18.29
120357,Invesco India Growth Opportunities Fund - Direct Plan - Growth,* * * *,EQ-L&MC,1/1/2013,1.09,-1.2,1074.65,0.88,0.94,1.71,18.55,18.29
120405,Invesco India Infrastructure Fund - Direct Pan - Growth Option,* * * *,EQ-L&MC,1/1/2013,1.09,-1.2,1074.65,0.88,0.94,1.71,18.55,18.29
120392,Invesco India Largecap Fund - Direct Plan - Growth,* * * *,EQ-LC,1/1/2013,0.94,0.99,173.95,0.73,0.95,-0.75,15.62,16.77
120537,Invesco India Liquid Fund - Direct Plan - Growth,* * * *,EQ-LC,1/1/2013,0.94,0.99,173.95,0.73,0.95,-0.75,15.62,16.77
120403,Invesco India Midcap Fund - Direct Plan - Growth Option,* * * *,EQ-MC,1/1/2013,1,-5.88,275.61,0.65,0.88,0.32,16.64,22.61
120507,Invesco India Money Market Fund - Direct Plan - Growth,* * * *,EQ-MC,1/1/2013,1,-5.88,275.61,0.65,0.88,0.32,16.64,22.61
120413,Invesco India Multicap Fund - Direct Plan - Growth Option,Unrated,EQ-MLC,1/1/2013,0.95,-11.86,729.94,0.46,1.07,-2.24,14.45,20.43
120395,Invesco India PSU Equity Fund - Direct Plan - Growth,Unrated,EQ-T PSU,1/1/2013,1.04,-19.36,59.92,0.38,0.44,0.57,10.89,14.78
120554,Invesco India Regular Savings Fund - Direct Plan  - Growth,Unrated,EQ-T PSU,1/1/2013,1.04,-19.36,59.92,0.38,0.44,0.57,10.89,14.78
120560,Invesco India Short Term Fund - Direct Plan - Growth,Unrated,EQ-T PSU,1/1/2013,1.04,-19.36,59.92,0.38,0.44,0.57,10.89,14.78
120416,Invesco India Tax Plan - Direct Plan - Growth,* * * * *,EQ-ELSS,1/1/2013,0.99,-1.17,696.48,0.81,0.99,0.76,17.32,19.8
120570,Invesco India Treasury Advantage Fund - Direct Plan - Growth,* * * * *,EQ-ELSS,1/1/2013,0.99,-1.17,696.48,0.81,0.99,0.76,17.32,19.8
120541,Invesco India Ultra Short Term Fund - Direct Plan - Growth,* * * * *,EQ-ELSS,1/1/2013,0.99,-1.17,696.48,0.81,0.99,0.76,17.32,19.8
120482,JM Arbitrage Advantage Fund (Direct) - Growth Option,* * * * *,EQ-ELSS,1/1/2013,0.99,-1.17,696.48,0.81,0.99,0.76,17.32,19.8
120484,JM Balanced Fund (Direct) - Growth Option,* * * * *,EQ-ELSS,1/1/2013,0.99,-1.17,696.48,0.81,0.99,0.76,17.32,19.8
120486,JM Basic Fund (Direct) - Growth Option,* * * * *,EQ-ELSS,1/1/2013,0.99,-1.17,696.48,0.81,0.99,0.76,17.32,19.8
120488,JM Core 11 Fund (Direct)  - Growth Option,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51
120490,JM Equity Fund (Direct) - Growth Option,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51
120435,JM Floater Long Term Fund - (Direct) - Growth Option,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51
120415,JM Floater Short Term Fund (Direct) - Growth Option,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51
120421,JM G-Sec Fund - (Direct) - Growth Option,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51
120406,JM High Liquidity Fund (Direct) - Growth Option,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51
139258,JM High Liquidity Fund Unclaimed Dividend (Direct) Growth Plan,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51
139260,JM High Liquidity Fund Unclaimed Dividend IEF (Direct) Growth Plan,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51
139257,JM High Liquidity Fund Unclaimed Redemption (Direct) Growth Plan,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51
139259,JM High Liquidity Fund Unclaimed Redemption IEF (Direct) Growth Plan,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51
120430,JM Income Fund (Direct) - Growth Option,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51
120446,JM MIP Fund (Direct) - Growth Option,* * *,EQ-LC,1/1/2013,-,1.4,2505.63,0.6,0.71,-1.78,12.57,14.66
120458,JM Money Manager Fund - Regular Plan (Direct) - Growth Option,* * *,EQ-LC,1/1/2013,-,1.4,2505.63,0.6,0.71,-1.78,12.57,14.66
120463,JM Money Manager Fund - Super Plan (Direct) - Growth Option,* * *,EQ-LC,1/1/2013,-,1.4,2505.63,0.6,0.71,-1.78,12.57,14.66
120461,JM Money Manager Fund - Super Plus Plan (Direct) - Growth Option,* * *,EQ-LC,1/1/2013,-,1.4,2505.63,0.6,0.71,-1.78,12.57,14.66
120492,JM Multi Strategy Fund (Direct) - Growth Option,* * *,EQ-LC,1/1/2013,-,1.4,2505.63,0.6,0.71,-1.78,12.57,14.66
120471,JM Short Term Fund (Direct) - Growth Option,* * *,EQ-MLC,1/1/2013,-,-4.72,126.93,0.85,1.03,1.63,18.46,19.35
120494,JM Tax Gain Fund (Direct) - Growth Option,* * * *,EQ-ELSS,1/1/2013,-,-4.2,29.26,0.83,1.01,1.56,18.06,19.38
119878,JPMorgan ASEAN Equity Off-shore Fund - Direct Plan - Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
119874,JPMorgan EEMEA Equity Off-shore Fund - Direct Plan - Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
130268,JPMorgan Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
126619,JPMorgan Europe Dynamic Equity Offshore Fund - Growth Option - Direct Plan,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
119872,JPMorgan Greater China Equity Off-shore Fund - Direct Plan - Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
119883,JPMorgan India Active Bond Fund - Direct Plan - Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
134150,JPMorgan India Balanced Advantage Fund - Direct Plan - Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
123905,JPMorgan India Banking and PSU Debt Fund - Direct Plan - Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
131219,JPMorgan India Corporate Debt Opportunities Fund - Direct Plan - Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
133489,JPMorgan India Economic Resurgence Fund - Direct Plan - Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
119867,JPMorgan India Equity Fund - Direct Plan - Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
131412,JPMorgan India Equity Income Fund - Direct Plan - Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
127152,JPMorgan India Government Securities Fund - Direct Plan - Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
119905,JPMorgan India Liquid Fund - Direct Plan - Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
119869,JPMorgan India Mid and Small Cap Fund - Direct Plan - Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
119890,JPMorgan India Short Term Income Fund - Direct Plan -  Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
119871,JPMorgan India Tax Advantage Fund - Direct Plan - Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
129987,JPMorgan India Top 100 Fund - Direct Plan - Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
119926,JPMorgan India Treasury Fund - Direct Plan - Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
123012,JPMorgan US Value Equity Offshore Fund - Direct Plan - Growth Option,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
120152,Kotak 50 - Growth - Direct,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
119777,Kotak Asset Allocator Fund Direct Growth - Direct,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
133035,Kotak Balance - Direct Growth,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
123693,Kotak Banking and PSU Debt Direct - Growth,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9
119735,Kotak Bond - Growth - Direct,* * *,EQ-LC,1/1/2013,1.16,-1.98,1329.7,0.67,0.98,-1.89,14.54,15.6
119739,Kotak Bond Short Term Plan-(Growth) - Direct,* * *,EQ-LC,1/1/2013,1.16,-1.98,1329.7,0.67,0.98,-1.89,14.54,15.6
119769,Kotak Classic Equity Scheme---Growth - Direct,* * *,EQ-LC,1/1/2013,1.16,-1.98,1329.7,0.67,0.98,-1.89,14.54,15.6
133791,Kotak Corporate Bond Fund- Direct Plan- Growth Option,* * *,EQ-LC,1/1/2013,1.16,-1.98,1329.7,0.67,0.98,-1.89,14.54,15.6
119775,Kotak Emerging Equity Scheme - Growth - Direct,* * * * *,EQ-MC,1/1/2013,0.8,-12.11,3425.16,0.76,0.87,1.18,16.92,24.42
119771,Kotak Equity Arbitrage Fund - Growth - Direct,* * * * *,EQ-MC,1/1/2013,0.8,-12.11,3425.16,0.76,0.87,1.18,16.92,24.42
131373,Kotak Equity Savings Fund - Direct - Growth,* * * *,EQ-L&MC,1/1/2013,1.1,-4.09,2331.74,1,0.89,1.32,17.44,18.25
119755,Kotak Flexi Debt - Growth Direct,* * * *,EQ-L&MC,1/1/2013,1.1,-4.09,2331.74,1,0.89,1.32,17.44,18.25
119746,Kotak Floater Short Term-(Growth) - Direct,* * * *,EQ-L&MC,1/1/2013,1.1,-4.09,2331.74,1,0.89,1.32,17.44,18.25
119757,Kotak Gilt-Investment  Provident Fund and Trust-Growth - Direct,* * * *,EQ-L&MC,1/1/2013,1.1,-4.09,2331.74,1,0.89,1.32,17.44,18.25
119759,Kotak Gilt-Investment Regular-Growth - Direct,* * * *,EQ-L&MC,1/1/2013,1.1,-4.09,2331.74,1,0.89,1.32,17.44,18.25
119762,Kotak Gilt-Savings-Growth - Direct,* * * *,EQ-L&MC,1/1/2013,1.1,-4.09,2331.74,1,0.89,1.32,17.44,18.25
119779,Kotak Global Emerging Market Fund - Growth - Direct,Unrated,EQ-INTL,1/1/2013,1.34,-8.22,31.19,0.24,-,-,10,2.74
119781,Kotak Gold Fund Growth - Direct,Unrated,EQ-INTL,1/1/2013,1.34,-8.22,31.19,0.24,-,-,10,2.74
119741,Kotak Income Opportunities Fund - Growth - Direct,Unrated,EQ-INTL,1/1/2013,1.34,-8.22,31.19,0.24,-,-,10,2.74
133801,Kotak Infrastructure & Economic Reform Fund- Direct Plan- Growth Option,Unrated,EQ-MLC,8/27/2018,-,-,32.04,-,-,-,-,-
119766,Kotak Liquid - Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65
133810,Kotak Low Duration Fund- Direct Plan- Growth Option,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65
128006,Kotak Medium Term Fund - Direct Growth,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65
120154,Kotak Monthly Income Plan - Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65
120160,Kotak Multi Asset Allocation Fund-Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65
120158,Kotak Opportunities---Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65
120168,Kotak Quarterly Interval Plan Series 1 - Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65
120238,Kotak Quarterly Interval Plan Series 10 - Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65
120170,Kotak Quarterly Interval Plan Series 2 - Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65
120172,Kotak Quarterly Interval Plan Series 3 - Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65
120174,Kotak Quarterly Interval Plan Series 4 - Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65
120176,Kotak Quarterly Interval Plan Series 5-Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65
120225,Kotak Quarterly Interval Plan Series 6 - Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65
120228,Kotak Quarterly Interval Plan Series 7 - Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65
120230,Kotak Quarterly Interval Plan Series 8 - Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65
120233,Kotak Quarterly Interval Plan Series 9 - Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65
120166,Kotak Select Focus Fund - Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65
119773,Kotak Tax Saver-Scheme-Growth - Direct,* * *,EQ-ELSS,1/1/2013,1.34,-1.3,780.66,0.97,0.97,1.27,17.33,18.92
119750,Kotak Treasury Advatage Fund-Growth - Direct,* * *,EQ-ELSS,1/1/2013,1.34,-1.3,780.66,0.97,0.97,1.27,17.33,18.92
133831,Kotak US Equity Fund - Direct Plan - Growth option,Unrated,EQ-INTL,12/13/2013,0.9,11.11,8.83,0.73,-,-,14.3,10.82
